SHORTNM,VALUETXT
xJHH EVC JFR, 1^----^$now^----^EmploymentStatus^----^*^----^*^----^HomeAcct^----^1^----^*^----^*^----^*^----^JFR^----^*
xJHH EVC JFS, 1^----^$now^----^EmploymentStatus^----^*^----^*^----^HomeAcct^----^1^----^*^----^*^----^*^----^JFS^----^*
xJHH EVC JFT, 1^----^$now^----^EmploymentStatus^----^*^----^*^----^HomeAcct^----^1^----^*^----^*^----^*^----^JFT^----^*
xJHH EVC JFU, 1^----^$now^----^EmploymentStatus^----^*^----^*^----^HomeAcct^----^1^----^*^----^*^----^*^----^JFU^----^*
xJHH EVC JFV, 1^----^$now^----^EmploymentStatus^----^*^----^*^----^HomeAcct^----^1^----^*^----^*^----^*^----^JFV^----^*
xJHH EVC JFW, 1^----^$now^----^EmploymentStatus^----^*^----^*^----^HomeAcct^----^1^----^*^----^*^----^*^----^JFW^----^*
xJHH EVC JFX, 1^----^$now^----^EmploymentStatus^----^*^----^*^----^HomeAcct^----^1^----^*^----^*^----^*^----^JFX^----^*
xJHH EVC JP5, 1^----^$now^----^EmploymentStatus^----^*^----^*^----^HomeAcct^----^1^----^*^----^*^----^*^----^JP5^----^*
xJHH EVC JP9, 1^----^$now^----^EmploymentStatus^----^*^----^*^----^HomeAcct^----^1^----^*^----^*^----^*^----^JP9^----^*
xJHH EVC JW1, 1^----^$now^----^EmploymentStatus^----^*^----^*^----^HomeAcct^----^1^----^*^----^*^----^*^----^JW1^----^*
xJHH EVC JW2, 1^----^$now^----^EmploymentStatus^----^*^----^*^----^HomeAcct^----^1^----^*^----^*^----^*^----^JW2^----^*
xJHH EVC JW3, 1^----^$now^----^EmploymentStatus^----^*^----^*^----^HomeAcct^----^1^----^*^----^*^----^*^----^JW3^----^*
xJHH EVC JW4, 1^----^$now^----^EmploymentStatus^----^*^----^*^----^HomeAcct^----^1^----^*^----^*^----^*^----^JW4^----^*
xJHH EVC JW5, 1^----^$now^----^EmploymentStatus^----^*^----^*^----^HomeAcct^----^1^----^*^----^*^----^*^----^JW5^----^*
xJHH EVC JW6, 1^----^$now^----^EmploymentStatus^----^*^----^*^----^HomeAcct^----^1^----^*^----^*^----^*^----^JW6^----^*
xJHH EVC JW7, 1^----^$now^----^EmploymentStatus^----^*^----^*^----^HomeAcct^----^1^----^*^----^*^----^*^----^JW7^----^*
xJHH EVC JW8, 1^----^$now^----^EmploymentStatus^----^*^----^*^----^HomeAcct^----^1^----^*^----^*^----^*^----^JW8^----^*
xJHH EVC JW9, 1^----^$now^----^EmploymentStatus^----^*^----^*^----^HomeAcct^----^1^----^*^----^*^----^*^----^JW9^----^*
xJHH EVC JWA, 1^----^$now^----^EmploymentStatus^----^*^----^*^----^HomeAcct^----^1^----^*^----^*^----^*^----^JWA^----^*
xJHH EVC JWB, 1^----^$now^----^EmploymentStatus^----^*^----^*^----^HomeAcct^----^1^----^*^----^*^----^*^----^JWB^----^*
xJHH EVC JWC, 1^----^$now^----^EmploymentStatus^----^*^----^*^----^HomeAcct^----^1^----^*^----^*^----^*^----^JWC^----^*
xJHH EVC JWD, 1^----^$now^----^EmploymentStatus^----^*^----^*^----^HomeAcct^----^1^----^*^----^*^----^*^----^JWD^----^*
xJHH EVC JWE, 1^----^$now^----^EmploymentStatus^----^*^----^*^----^HomeAcct^----^1^----^*^----^*^----^*^----^JWE^----^*
xJHH EVC JWF, 1^----^$now^----^EmploymentStatus^----^*^----^*^----^HomeAcct^----^1^----^*^----^*^----^*^----^JWF^----^*
xJHH EVC JWG, 1^----^$now^----^EmploymentStatus^----^*^----^*^----^HomeAcct^----^1^----^*^----^*^----^*^----^JWG^----^*
xJHH EVC JWH, 1^----^$now^----^EmploymentStatus^----^*^----^*^----^HomeAcct^----^1^----^*^----^*^----^*^----^JWH^----^*
xJHH EVC JWI, 1^----^$now^----^EmploymentStatus^----^*^----^*^----^HomeAcct^----^1^----^*^----^*^----^*^----^JWI^----^*
xJHH EVC JWJ, 1^----^$now^----^EmploymentStatus^----^*^----^*^----^HomeAcct^----^1^----^*^----^*^----^*^----^JWJ^----^*
xJHHS Float Pool, JHHS Float Pool^----^GroupSchedule^----^1^----^$now^----^EmploymentStatus
xNCR Float Pool, *^----^*^----^HomeAcct^----^1^----^*^----^*^----^*^----^*^----^30744935^----^1^----^$now^----^EmploymentStatus
xSH 3200 - Group A, *^----^*^----^HomeAcct^----^1^----^*^----^*^----^6001116029^----^*^----^*^----^SH Group A^----^GroupSchedule
xSH 3200 - Group B, *^----^*^----^HomeAcct^----^1^----^*^----^*^----^6001116029^----^*^----^*^----^SH Group B^----^GroupSchedule
xSH 3200 - Group C, *^----^*^----^HomeAcct^----^1^----^*^----^*^----^6001116029^----^*^----^*^----^SH Group C^----^GroupSchedule
xSH Acute Med - Group A, 6001116021^----^1^----^HomeAcct^----^SH Group A^----^GroupSchedule
xSH Acute Med - Group B, 6001116021^----^1^----^HomeAcct^----^SH Group B^----^GroupSchedule
xSH Acute Med - Group C, 6001116021^----^1^----^HomeAcct^----^SH Group C^----^GroupSchedule
xSH Adult Medical - Group A, 6001116020^----^1^----^HomeAcct^----^SH Group A^----^GroupSchedule
xSH Adult Medical - Group B, 6001116020^----^1^----^HomeAcct^----^SH Group B^----^GroupSchedule
xSH Adult Medical - Group C, 6001116020^----^1^----^HomeAcct^----^SH Group C^----^GroupSchedule
xSH Adult Surgical - Group A, 6001116015^----^1^----^HomeAcct^----^SH Group A^----^GroupSchedule
xSH Adult Surgical - Group B, 6001116015^----^1^----^HomeAcct^----^SH Group B^----^GroupSchedule
xSH Adult Surgical - Group C, 6001116015^----^1^----^HomeAcct^----^SH Group C^----^GroupSchedule
xSH ATC Montrose - Group A, 6001608675^----^1^----^HomeAcct^----^SH Group A^----^GroupSchedule
xSH ATC Montrose - Group B, 6001608675^----^1^----^HomeAcct^----^SH Group B^----^GroupSchedule
xSH ATC Montrose - Group C, 6001608675^----^1^----^HomeAcct^----^SH Group C^----^GroupSchedule
xSH Behav Health - Group A, 6001156343^----^1^----^HomeAcct^----^SH Group A^----^GroupSchedule
xSH Behav Health - Group B, 6001156343^----^1^----^HomeAcct^----^SH Group B^----^GroupSchedule
xSH Behav Health - Group C, 6001156343^----^1^----^HomeAcct^----^SH Group C^----^GroupSchedule
xSH Cardiac Rehab - Group A, 6002407414^----^1^----^HomeAcct^----^SH Group A^----^GroupSchedule
xSH Cardiac Rehab - Group B, 6002407414^----^1^----^HomeAcct^----^SH Group B^----^GroupSchedule
xSH Cardiac Rehab - Group C, 6002407414^----^1^----^HomeAcct^----^SH Group C^----^GroupSchedule
xSH Care Coord - Group A, 6001508350^----^1^----^HomeAcct^----^SH Group A^----^GroupSchedule
xSH Care Coord - Group B, 6001508350^----^1^----^HomeAcct^----^SH Group B^----^GroupSchedule
xSH Care Coord - Group C, 6001508350^----^1^----^HomeAcct^----^SH Group C^----^GroupSchedule
xSH Cath Lab - Group A, 6002407456^----^1^----^HomeAcct^----^SH Group A^----^GroupSchedule
xSH Cath Lab - Group B, 6002407456^----^1^----^HomeAcct^----^SH Group B^----^GroupSchedule
xSH Cath Lab - Group C, 6002407456^----^1^----^HomeAcct^----^SH Group C^----^GroupSchedule
xSH CDU - Group A, 6001206377^----^1^----^HomeAcct^----^SH Group A^----^GroupSchedule
xSH CDU - Group B, 6001206377^----^1^----^HomeAcct^----^SH Group B^----^GroupSchedule
xSH CDU - Group C, 6001206377^----^1^----^HomeAcct^----^SH Group C^----^GroupSchedule
xSH Clinic Supp Svc - Group A, 6002508752^----^1^----^HomeAcct^----^SH Group A^----^GroupSchedule
xSH Clinic Supp Svc - Group B, 6002508752^----^1^----^HomeAcct^----^SH Group B^----^GroupSchedule
xSH Clinic Supp Svc - Group C, 6002508752^----^1^----^HomeAcct^----^SH Group C^----^GroupSchedule
xSH Clinical Docum - Group A, 6005408712^----^1^----^HomeAcct^----^SH Group A^----^GroupSchedule
xSH Clinical Docum - Group B, 6005408712^----^1^----^HomeAcct^----^SH Group B^----^GroupSchedule
xSH Clinical Docum - Group C, 6005408712^----^1^----^HomeAcct^----^SH Group C^----^GroupSchedule
xSH Crisis Intervent - Group A, 6001606346^----^1^----^HomeAcct^----^SH Group A^----^GroupSchedule
xSH Crisis Intervent - Group B, 6001606346^----^1^----^HomeAcct^----^SH Group B^----^GroupSchedule
xSH Crisis Intervent - Group C, 6001606346^----^1^----^HomeAcct^----^SH Group C^----^GroupSchedule
xSH CT Scan - Group A, 6002207422^----^1^----^HomeAcct^----^SH Group A^----^GroupSchedule
xSH CT Scan - Group B, 6002207422^----^1^----^HomeAcct^----^SH Group B^----^GroupSchedule
xSH CT Scan - Group C, 6002207422^----^1^----^HomeAcct^----^SH Group C^----^GroupSchedule
xSH CV Short Stay - Group A, 6002407450^----^1^----^HomeAcct^----^SH Group A^----^GroupSchedule
xSH CV Short Stay - Group B, 6002407450^----^1^----^HomeAcct^----^SH Group B^----^GroupSchedule
xSH CV Short Stay - Group C, 6002407450^----^1^----^HomeAcct^----^SH Group C^----^GroupSchedule
xSH CVOR - Group A, 6001316363^----^1^----^HomeAcct^----^SH Group A^----^GroupSchedule
xSH CVOR - Group B, 6001316363^----^1^----^HomeAcct^----^SH Group B^----^GroupSchedule
xSH CVOR - Group C, 6001316363^----^1^----^HomeAcct^----^SH Group C^----^GroupSchedule
xSH Day Treatment - Group A, 6001606345^----^1^----^HomeAcct^----^SH Group A^----^GroupSchedule
xSH Day Treatment - Group B, 6001606345^----^1^----^HomeAcct^----^SH Group B^----^GroupSchedule
xSH Day Treatment - Group C, 6001606345^----^1^----^HomeAcct^----^SH Group C^----^GroupSchedule
xSH Div-Perioperat - Group A, 6001338100^----^1^----^HomeAcct^----^SH Group A^----^GroupSchedule
xSH Div-Perioperat - Group B, 6001338100^----^1^----^HomeAcct^----^SH Group B^----^GroupSchedule
xSH Div-Perioperat - Group C, 6001338100^----^1^----^HomeAcct^----^SH Group C^----^GroupSchedule
xSH ED and Peds - Group C, SH Group C^----^GroupSchedule
xSH ED Trauma - Group A, SH Group A^----^GroupSchedule
xSH Ed Trauma - Group B, SH Group B^----^GroupSchedule
xSH ED Trauma - Group C, SH Group C^----^GroupSchedule
xSH EEG - Group A, 6002407416^----^1^----^HomeAcct^----^SH Group A^----^GroupSchedule
xSH EEG - Group B, 6002407416^----^1^----^HomeAcct^----^SH Group B^----^GroupSchedule
xSH EEG - Group C, 6002407416^----^1^----^HomeAcct^----^SH Group C^----^GroupSchedule
xSH EKG - Group A, 6002407415^----^1^----^HomeAcct^----^SH Group A^----^GroupSchedule
xSH EKG - Group B, 6002407415^----^1^----^HomeAcct^----^SH Group B^----^GroupSchedule
xSH EKG - Group C, 6002407415^----^1^----^HomeAcct^----^SH Group C^----^GroupSchedule
xSH Floats-Home - Group A, 6001406022^----^1^----^HomeAcct^----^SH Group A^----^GroupSchedule
xSH Floats-Home - Group B, 6001406022^----^1^----^HomeAcct^----^SH Group B^----^GroupSchedule
xSH Floats-Home - Group C, 6001406022^----^1^----^HomeAcct^----^SH Group C^----^GroupSchedule
xSH Housekeeping - Group A, 6004008450^----^1^----^HomeAcct^----^SH Group A^----^GroupSchedule
xSH Housekeeping - Group B, 6004008450^----^1^----^HomeAcct^----^SH Group B^----^GroupSchedule
xSH Housekeeping - Group C, 6004008450^----^1^----^HomeAcct^----^SH Group C^----^GroupSchedule
xSH ICU - Group A, 6001126340^----^1^----^HomeAcct^----^SH Group A^----^GroupSchedule
xSH ICU - Group B, 6001126340^----^1^----^HomeAcct^----^SH Group B^----^GroupSchedule
xSH ICU - Group C, 6001126340^----^1^----^HomeAcct^----^SH Group C^----^GroupSchedule
xSH ICU - Group D, 6001126340^----^1^----^HomeAcct^----^SH Group D^----^GroupSchedule
xSH ICU - Group E, 6001126340^----^1^----^HomeAcct^----^SH Group E^----^GroupSchedule
xSH Intervent Angio - Group A, 6002207426^----^1^----^HomeAcct^----^SH Group A^----^GroupSchedule
xSH Intervent Angio - Group B, 6002207426^----^1^----^HomeAcct^----^SH Group B^----^GroupSchedule
xSH Intervent Angio - Group C, 6002207426^----^1^----^HomeAcct^----^SH Group C^----^GroupSchedule
xSH MRI - Group A, 6002207428^----^1^----^HomeAcct^----^SH Group A^----^GroupSchedule
xSH MRI - Group B, 6002207428^----^1^----^HomeAcct^----^SH Group B^----^GroupSchedule
xSH MRI - Group C, 6002207428^----^1^----^HomeAcct^----^SH Group C^----^GroupSchedule
xSH MRI/NIH - Group A, 6003107449^----^1^----^HomeAcct^----^SH Group A^----^GroupSchedule
xSH MRI/NIH - Group B, 6003107449^----^1^----^HomeAcct^----^SH Group B^----^GroupSchedule
xSH MRI/NIH - Group C, 6003107449^----^1^----^HomeAcct^----^SH Group C^----^GroupSchedule
xSH NIH OH Research - Group A, 6003107457^----^1^----^HomeAcct^----^SH Group A^----^GroupSchedule
xSH NIH OH Research - Group B, 6003107457^----^1^----^HomeAcct^----^SH Group B^----^GroupSchedule
xSH NIH OH Research - Group C, 6003107457^----^1^----^HomeAcct^----^SH Group C^----^GroupSchedule
xSH NIH Stroke - Group A, 6003107477^----^1^----^HomeAcct^----^SH Group A^----^GroupSchedule
xSH NIH Stroke - Group B, 6003107477^----^1^----^HomeAcct^----^SH Group B^----^GroupSchedule
xSH NIH Stroke - Group C, 6003107477^----^1^----^HomeAcct^----^SH Group C^----^GroupSchedule
xSH Nuclear Med - Group A, 6002207424^----^1^----^HomeAcct^----^SH Group A^----^GroupSchedule
xSH Nuclear Med - Group B, 6002207424^----^1^----^HomeAcct^----^SH Group B^----^GroupSchedule
xSH Nuclear Med - Group C, 6002207424^----^1^----^HomeAcct^----^SH Group C^----^GroupSchedule
xSH Nursing Admin - Group A, 6001408750^----^1^----^HomeAcct^----^SH Group A^----^GroupSchedule
xSH Nursing Admin - Group B, 6001408750^----^1^----^HomeAcct^----^SH Group B^----^GroupSchedule
xSH Nursing Admin - Group C, 6001408750^----^1^----^HomeAcct^----^SH Group C^----^GroupSchedule
xSH Nursing Educat - Group A, 6001408751^----^1^----^HomeAcct^----^SH Group A^----^GroupSchedule
xSH Nursing Educat - Group B, 6001408751^----^1^----^HomeAcct^----^SH Group B^----^GroupSchedule
xSH Nursing Educat - Group C, 6001408751^----^1^----^HomeAcct^----^SH Group C^----^GroupSchedule
xSH Occ Therapy - Group A, 6002307438^----^1^----^HomeAcct^----^SH Group A^----^GroupSchedule
xSH Occ Therapy - Group B, 6002307438^----^1^----^HomeAcct^----^SH Group B^----^GroupSchedule
xSH Occ Therapy - Group C, 6002307438^----^1^----^HomeAcct^----^SH Group C^----^GroupSchedule
xSH Oncology  - Group A, 6001116018^----^1^----^HomeAcct^----^SH Group A^----^GroupSchedule
xSH Oncology  - Group B, 6001116018^----^1^----^HomeAcct^----^SH Group B^----^GroupSchedule
xSH Oncology  - Group C, 6001116018^----^1^----^HomeAcct^----^SH Group C^----^GroupSchedule
xSH Oncology  - Group D, 6001116018^----^1^----^HomeAcct^----^SH Group D^----^GroupSchedule
xSH OR Admin - Group A, 6001316360^----^1^----^HomeAcct^----^SH Group A^----^GroupSchedule^----^1^----^$now^----^EmploymentStatus
xSH OR Admin - Group B, 6001316360^----^1^----^HomeAcct^----^SH Group B^----^GroupSchedule^----^1^----^$now^----^EmploymentStatus
xSH OR Admin - Group C, 6001316360^----^1^----^HomeAcct^----^SH Group C^----^GroupSchedule^----^1^----^$now^----^EmploymentStatus
xSH OR Minor - Group A, 6001326362^----^1^----^HomeAcct^----^SH Group A^----^GroupSchedule
xSH OR Minor - Group B, 6001326362^----^1^----^HomeAcct^----^SH Group B^----^GroupSchedule
xSH OR Minor - Group C, 6001326362^----^1^----^HomeAcct^----^SH Group C^----^GroupSchedule
xSH Ortho Services - Group A, 6002307439^----^1^----^HomeAcct^----^SH Group A^----^GroupSchedule
xSH Ortho Services - Group B, 6002307439^----^1^----^HomeAcct^----^SH Group B^----^GroupSchedule
xSH Ortho Services - Group C, 6002307439^----^1^----^HomeAcct^----^SH Group C^----^GroupSchedule
xSH Ortho Svc Line- Group A, 6002506349^----^1^----^HomeAcct^----^SH Group A^----^GroupSchedule
xSH Ortho Svc Line- Group B, 6002506349^----^1^----^HomeAcct^----^SH Group B^----^GroupSchedule
xSH Ortho Svc Line- Group C, 6002506349^----^1^----^HomeAcct^----^SH Group C^----^GroupSchedule
xSH Ortho-Neuro - Group A, 6001116016^----^1^----^HomeAcct^----^SH Group A^----^GroupSchedule
xSH Ortho-Neuro - Group B, 6001116016^----^1^----^HomeAcct^----^SH Group B^----^GroupSchedule
xSH Ortho-Neuro - Group C, 6001116016^----^1^----^HomeAcct^----^SH Group C^----^GroupSchedule
xSH PACU - Group A, 6001336365^----^1^----^HomeAcct^----^SH Group A^----^GroupSchedule
xSH PACU - Group B, 6001336365^----^1^----^HomeAcct^----^SH Group B^----^GroupSchedule
xSH PACU - Group C, 6001336365^----^1^----^HomeAcct^----^SH Group C^----^GroupSchedule
xSH Patient Access - Group A, 6005108525^----^1^----^HomeAcct^----^SH Group A^----^GroupSchedule
xSH Patient Access - Group B, 6005108525^----^1^----^HomeAcct^----^SH Group B^----^GroupSchedule
xSH Patient Access - Group C, 6005108525^----^1^----^HomeAcct^----^SH Group C^----^GroupSchedule
xSH PCU - Group A, 6001146280^----^1^----^HomeAcct^----^SH Group A^----^GroupSchedule
xSH PCU - Group B, 6001146280^----^1^----^HomeAcct^----^SH Group B^----^GroupSchedule
xSH PCU - Group C, 6001146280^----^1^----^HomeAcct^----^SH Group C^----^GroupSchedule
xSH Pediatrics  - Group A, 6001136381^----^1^----^HomeAcct^----^SH Group A^----^GroupSchedule
xSH Pediatrics  - Group B, 6001136381^----^1^----^HomeAcct^----^SH Group B^----^GroupSchedule
xSH Pediatrics  - Group C, 6001136381^----^1^----^HomeAcct^----^SH Group C^----^GroupSchedule
xSH Pharmacy - Group A, 6002508470^----^1^----^HomeAcct^----^SH Group A^----^GroupSchedule
xSH Pharmacy - Group B, 6002508470^----^1^----^HomeAcct^----^SH Group B^----^GroupSchedule
xSH Pharmacy - Group C, 6002508470^----^1^----^HomeAcct^----^SH Group C^----^GroupSchedule
xSH Physical Medicin - Group A, 6002508101^----^1^----^HomeAcct^----^SH Group A^----^GroupSchedule
xSH Physical Medicin - Group B, 6002508101^----^1^----^HomeAcct^----^SH Group B^----^GroupSchedule
xSH Physical Medicin - Group C, 6002508101^----^1^----^HomeAcct^----^SH Group C^----^GroupSchedule
xSH Physical Therapy - Group A, 6002307437^----^1^----^HomeAcct^----^SH Group A^----^GroupSchedule
xSH Physical Therapy - Group B, 6002307437^----^1^----^HomeAcct^----^SH Group B^----^GroupSchedule
xSH Physical Therapy - Group C, 6002307437^----^1^----^HomeAcct^----^SH Group C^----^GroupSchedule
xSH Presurgical Tst - Group A, 6001336361^----^1^----^HomeAcct^----^SH Group A^----^GroupSchedule
xSH Presurgical Tst - Group B, 6001336361^----^1^----^HomeAcct^----^SH Group B^----^GroupSchedule
xSH Presurgical Tst - Group C, 6001336361^----^1^----^HomeAcct^----^SH Group C^----^GroupSchedule
xSH Radiology - Group A, 6002207421^----^1^----^HomeAcct^----^SH Group A^----^GroupSchedule
xSH Radiology - Group B, 6002207421^----^1^----^HomeAcct^----^SH Group B^----^GroupSchedule
xSH Radiology - Group C, 6002207421^----^1^----^HomeAcct^----^SH Group C^----^GroupSchedule
xSH Radiology Admin - Group A, 6002207420^----^1^----^HomeAcct^----^SH Group A^----^GroupSchedule
xSH Radiology Admin - Group B, 6002207420^----^1^----^HomeAcct^----^SH Group B^----^GroupSchedule
xSH Radiology Admin - Group C, 6002207420^----^1^----^HomeAcct^----^SH Group C^----^GroupSchedule
xSH Rapid Response  - Group A, 6001606347^----^1^----^HomeAcct^----^SH Group A^----^GroupSchedule
xSH Rapid Response  - Group B, 6001606347^----^1^----^HomeAcct^----^SH Group B^----^GroupSchedule
xSH Rapid Response  - Group C, 6001606347^----^1^----^HomeAcct^----^SH Group C^----^GroupSchedule
xSH Rapid Response - Global, 1^----^$now^----^EmploymentStatus^----^1^----^$now^----^UserStatus
xSH Respiratory Ther - Group A, 6001607436^----^1^----^HomeAcct^----^SH Group A^----^GroupSchedule
xSH Respiratory Ther - Group B, 6001607436^----^1^----^HomeAcct^----^SH Group B^----^GroupSchedule
xSH Respiratory Ther - Group C, 6001607436^----^1^----^HomeAcct^----^SH Group C^----^GroupSchedule
xSH RN First Assist - Group A, 6001338718^----^1^----^HomeAcct^----^SH Group A^----^GroupSchedule
xSH RN First Assist - Group B, 6001338718^----^1^----^HomeAcct^----^SH Group B^----^GroupSchedule
xSH RN First Assist - Group C, 6001338718^----^1^----^HomeAcct^----^SH Group C^----^GroupSchedule
xSH Security - Group A, 6004008541^----^1^----^HomeAcct^----^SH Group A^----^GroupSchedule
xSH Security - Group B, 6004008541^----^1^----^HomeAcct^----^SH Group B^----^GroupSchedule
xSH Security - Group C, 6004008541^----^1^----^HomeAcct^----^SH Group C^----^GroupSchedule
xSH Speech Therapy - Group A, 6002307442^----^1^----^HomeAcct^----^SH Group A^----^GroupSchedule
xSH Speech Therapy - Group B, 6002307442^----^1^----^HomeAcct^----^SH Group B^----^GroupSchedule
xSH Speech Therapy - Group C, 6002307442^----^1^----^HomeAcct^----^SH Group C^----^GroupSchedule
xSH Sterile Process - Group A, 6001338465^----^1^----^HomeAcct^----^SH Group A^----^GroupSchedule
xSH Sterile Process - Group B, 6001338465^----^1^----^HomeAcct^----^SH Group B^----^GroupSchedule
xSH Sterile Process - Group C, 6001338465^----^1^----^HomeAcct^----^SH Group C^----^GroupSchedule
xSH Transportation - Group A, 6004008543^----^1^----^HomeAcct^----^SH Group A^----^GroupSchedule
xSH Transportation - Group B, 6004008543^----^1^----^HomeAcct^----^SH Group B^----^GroupSchedule
xSH Transportation - Group C, 6004008543^----^1^----^HomeAcct^----^SH Group C^----^GroupSchedule
xSH Ultrasound - Group A, 6002207430^----^1^----^HomeAcct^----^SH Group A^----^GroupSchedule
xSH Ultrasound - Group B, 6002207430^----^1^----^HomeAcct^----^SH Group B^----^GroupSchedule
xSH Ultrasound - Group C, 6002207430^----^1^----^HomeAcct^----^SH Group C^----^GroupSchedule
xSH-Employees with Schedule License, HS20#HS21#HS22^----^*^----^HomeAcct^----^1^----^*^----^*^----^*^----^*^----^*^----^1^----^$now^----^EmploymentStatus^----^=^----^1^----^9604^----^com.kronos.wfc.commonapp.hyperfind.shared.ExtSingleColumnConstraintTFNumberBean.ItemType.PrimaryOrgJob_IncludeChildrenNodes
xSH-Employees without Schedule License, HS20#HS21#HS22^----^*^----^HomeAcct^----^1^----^*^----^*^----^*^----^*^----^*^----^1^----^$now^----^EmploymentStatus^----^=^----^1^----^9604^----^com.kronos.wfc.commonapp.hyperfind.shared.ExtSingleColumnConstraintTFNumberBean.ItemType.PrimaryOrgJob_IncludeChildrenNodes
